,true_label,predicted_label,predict_vote,max_count
0,6,2,"[25.0, 21.0, 21.0, 17.0, 16.0]",25
1,6,6,"[21.0, 19.0, 19.0, 24.0, 17.0]",24
2,6,5,"[25.0, 9.0, 27.0, 18.0, 21.0]",27
3,5,5,"[21.0, 21.0, 25.0, 17.0, 16.0]",25
4,7,6,"[16.0, 11.0, 18.0, 40.0, 15.0]",40
5,5,5,"[19.0, 19.0, 28.0, 22.0, 12.0]",28
6,7,5,"[22.0, 17.0, 26.0, 16.0, 19.0]",26
7,6,6,"[20.0, 20.0, 11.0, 28.0, 21.0]",28
8,7,7,"[23.0, 13.0, 22.0, 18.0, 24.0]",24
9,4,5,"[15.0, 17.0, 27.0, 16.0, 25.0]",27
10,5,5,"[21.0, 17.0, 35.0, 14.0, 13.0]",35
11,2,2,"[24.0, 15.0, 22.0, 23.0, 16.0]",24
12,4,7,"[19.0, 17.0, 16.0, 19.0, 29.0]",29
13,6,5,"[21.0, 22.0, 23.0, 18.0, 16.0]",23
14,6,5,"[18.0, 16.0, 25.0, 16.0, 25.0]",25
15,5,2,"[24.0, 21.0, 24.0, 13.0, 18.0]",24
16,4,7,"[22.0, 20.0, 22.0, 12.0, 24.0]",24
17,5,7,"[22.0, 21.0, 18.0, 14.0, 25.0]",25
18,2,6,"[18.0, 12.0, 17.0, 38.0, 15.0]",38
19,4,2,"[30.0, 15.0, 19.0, 14.0, 22.0]",30
20,5,5,"[17.0, 13.0, 32.0, 21.0, 17.0]",32
21,4,2,"[28.0, 16.0, 22.0, 14.0, 20.0]",28
22,6,7,"[18.0, 13.0, 20.0, 24.0, 25.0]",25
23,5,2,"[28.0, 16.0, 16.0, 14.0, 26.0]",28
24,6,7,"[15.0, 25.0, 22.0, 11.0, 27.0]",27
25,7,4,"[16.0, 26.0, 17.0, 21.0, 20.0]",26
26,6,4,"[23.0, 25.0, 18.0, 18.0, 16.0]",25
27,7,7,"[16.0, 13.0, 21.0, 18.0, 32.0]",32
28,7,5,"[15.0, 20.0, 26.0, 19.0, 20.0]",26
29,4,7,"[19.0, 22.0, 16.0, 19.0, 24.0]",24
30,6,7,"[18.0, 15.0, 26.0, 13.0, 28.0]",28
31,7,5,"[21.0, 20.0, 24.0, 11.0, 24.0]",24
32,6,6,"[9.0, 16.0, 21.0, 31.0, 23.0]",31
33,6,6,"[11.0, 22.0, 20.0, 25.0, 22.0]",25
34,2,5,"[21.0, 19.0, 22.0, 19.0, 19.0]",22
35,2,7,"[20.0, 21.0, 23.0, 12.0, 24.0]",24
36,7,2,"[28.0, 13.0, 24.0, 23.0, 12.0]",28
37,2,5,"[20.0, 20.0, 22.0, 22.0, 16.0]",22
38,6,5,"[18.0, 22.0, 27.0, 19.0, 14.0]",27
39,2,2,"[23.0, 23.0, 11.0, 22.0, 21.0]",23
40,7,2,"[25.0, 20.0, 20.0, 16.0, 19.0]",25
41,2,2,"[33.0, 23.0, 13.0, 11.0, 20.0]",33
42,5,7,"[22.0, 8.0, 27.0, 13.0, 30.0]",30
43,2,5,"[24.0, 21.0, 25.0, 9.0, 21.0]",25
44,7,2,"[32.0, 13.0, 28.0, 11.0, 16.0]",32
45,6,4,"[16.0, 26.0, 16.0, 16.0, 26.0]",26
46,4,6,"[21.0, 19.0, 19.0, 23.0, 18.0]",23
47,6,6,"[20.0, 14.0, 18.0, 25.0, 23.0]",25
48,6,5,"[23.0, 12.0, 26.0, 22.0, 17.0]",26
49,7,2,"[23.0, 17.0, 21.0, 20.0, 19.0]",23
50,4,5,"[15.0, 26.0, 28.0, 13.0, 18.0]",28
51,5,4,"[21.0, 28.0, 13.0, 11.0, 27.0]",28
52,6,6,"[24.0, 14.0, 23.0, 33.0, 6.0]",33
53,6,6,"[18.0, 17.0, 19.0, 27.0, 19.0]",27
54,7,5,"[10.0, 11.0, 38.0, 11.0, 30.0]",38
55,4,7,"[21.0, 22.0, 14.0, 19.0, 24.0]",24
56,6,7,"[20.0, 18.0, 22.0, 17.0, 23.0]",23
57,2,7,"[20.0, 20.0, 20.0, 17.0, 23.0]",23
58,4,2,"[25.0, 19.0, 19.0, 20.0, 17.0]",25
59,2,5,"[17.0, 19.0, 31.0, 18.0, 15.0]",31
60,7,5,"[7.0, 19.0, 31.0, 29.0, 14.0]",31
61,2,7,"[20.0, 23.0, 19.0, 13.0, 25.0]",25
