,true_label,predicted_label,predict_vote,max_count
0,6,4,"[19.0, 25.0, 18.0, 20.0, 18.0]",25
1,6,6,"[14.0, 23.0, 14.0, 40.0, 9.0]",40
2,6,6,"[12.0, 20.0, 19.0, 28.0, 21.0]",28
3,5,6,"[25.0, 17.0, 17.0, 32.0, 9.0]",32
4,7,6,"[16.0, 17.0, 21.0, 30.0, 16.0]",30
5,5,7,"[19.0, 17.0, 22.0, 19.0, 23.0]",23
6,7,4,"[20.0, 29.0, 13.0, 20.0, 18.0]",29
7,6,4,"[17.0, 26.0, 22.0, 23.0, 12.0]",26
8,7,5,"[23.0, 15.0, 25.0, 14.0, 23.0]",25
9,4,2,"[23.0, 20.0, 17.0, 21.0, 19.0]",23
10,5,2,"[27.0, 25.0, 17.0, 11.0, 20.0]",27
11,2,4,"[22.0, 27.0, 11.0, 24.0, 16.0]",27
12,4,4,"[23.0, 32.0, 22.0, 10.0, 13.0]",32
13,6,4,"[20.0, 27.0, 17.0, 20.0, 16.0]",27
14,6,2,"[26.0, 22.0, 20.0, 9.0, 23.0]",26
15,5,2,"[33.0, 20.0, 14.0, 24.0, 9.0]",33
16,4,4,"[25.0, 26.0, 19.0, 23.0, 7.0]",26
17,5,4,"[14.0, 30.0, 17.0, 17.0, 22.0]",30
18,2,6,"[20.0, 16.0, 17.0, 32.0, 15.0]",32
19,4,4,"[26.0, 28.0, 13.0, 21.0, 12.0]",28
20,5,4,"[12.0, 28.0, 19.0, 23.0, 18.0]",28
21,4,6,"[24.0, 18.0, 12.0, 25.0, 21.0]",25
22,6,2,"[26.0, 20.0, 20.0, 20.0, 14.0]",26
23,5,2,"[27.0, 20.0, 22.0, 14.0, 17.0]",27
24,6,4,"[15.0, 31.0, 16.0, 14.0, 24.0]",31
25,7,2,"[29.0, 23.0, 11.0, 24.0, 13.0]",29
26,6,4,"[19.0, 28.0, 16.0, 21.0, 16.0]",28
27,7,4,"[13.0, 26.0, 22.0, 20.0, 19.0]",26
28,7,6,"[16.0, 20.0, 25.0, 32.0, 7.0]",32
29,4,6,"[18.0, 23.0, 21.0, 26.0, 12.0]",26
30,6,2,"[28.0, 21.0, 16.0, 16.0, 19.0]",28
31,7,6,"[21.0, 27.0, 10.0, 30.0, 12.0]",30
32,6,6,"[19.0, 19.0, 15.0, 35.0, 12.0]",35
33,6,6,"[26.0, 14.0, 15.0, 34.0, 11.0]",34
34,2,4,"[23.0, 26.0, 18.0, 26.0, 7.0]",26
35,2,4,"[28.0, 35.0, 8.0, 20.0, 9.0]",35
36,7,7,"[22.0, 14.0, 22.0, 10.0, 32.0]",32
37,2,2,"[30.0, 28.0, 9.0, 23.0, 10.0]",30
38,6,5,"[21.0, 21.0, 23.0, 20.0, 15.0]",23
39,2,4,"[16.0, 30.0, 12.0, 27.0, 15.0]",30
40,7,4,"[23.0, 29.0, 20.0, 9.0, 19.0]",29
41,2,2,"[36.0, 21.0, 9.0, 5.0, 29.0]",36
42,5,7,"[23.0, 17.0, 16.0, 18.0, 26.0]",26
43,2,5,"[22.0, 21.0, 28.0, 16.0, 13.0]",28
44,7,7,"[23.0, 19.0, 20.0, 11.0, 27.0]",27
45,6,2,"[27.0, 23.0, 15.0, 20.0, 15.0]",27
46,4,4,"[21.0, 24.0, 24.0, 17.0, 14.0]",24
47,6,6,"[20.0, 24.0, 10.0, 30.0, 16.0]",30
48,6,2,"[24.0, 24.0, 11.0, 24.0, 17.0]",24
49,7,2,"[26.0, 22.0, 17.0, 14.0, 21.0]",26
